"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-12-01"," 59.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-01-01"," 88.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-02-01"," 83.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-03-01","109.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-04-01"," 90.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-05-01","102.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-06-01"," 93.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-07-01"," 99.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-08-01","113.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-09-01","112.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-10-01","106.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-11-01","101.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2011-12-01"," 62.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-01-01"," 98.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-02-01","115.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-03-01","112.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-04-01"," 98.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-05-01","121.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-06-01","103.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-07-01","115.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-08-01","115.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-09-01","110.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-10-01","120.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-11-01","115.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2012-12-01"," 73.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-01-01","127.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-02-01","125.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-03-01","132.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-04-01","130.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-05-01","140.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-06-01","122.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-07-01","146.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-08-01","140.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-09-01","141.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-10-01","144.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-11-01","135.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2013-12-01"," 87.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-01-01","160.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-02-01","158.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-03-01","176.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-04-01","146.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-05-01","170.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-06-01","150.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-07-01","163.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-08-01","153.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-09-01","168.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-10-01","176.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-11-01","150.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2014-12-01","106.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-01-01","174.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-02-01","169.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-03-01","184.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-04-01","150.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-05-01","165.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-06-01","161.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-07-01","166.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-08-01","157.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-09-01","178.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-10-01","185.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-11-01","167.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2015-12-01","123.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-01-01","172.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-02-01","181.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-03-01","188.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-04-01","188.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-05-01","201.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-06-01","183.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-07-01","181.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-08-01","214.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-09-01","209.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-10-01","202.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-11-01","209.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2016-12-01","142.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-01-01","222.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-02-01","232.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-03-01","257.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-04-01","203.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-05-01","266.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-06-01","244.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-07-01","239.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-08-01","270.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-09-01","258.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-10-01","280.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-11-01","254.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2017-12-01","173.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-01-01","276.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-02-01","265.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-03-01","280.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-04-01","253.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-05-01","279.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-06-01","248.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-07-01","282.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-08-01","273.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-09-01","264.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-10-01","294.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-11-01","254.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2018-12-01","165.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2019-01-01","284.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2019-02-01","275.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2019-03-01","276.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2019-04-01","239.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2019-05-01","274.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2019-06-01","226.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2019-07-01","256.7","Index","12-02-21"
